Date,VIX
2023-05-04,24.151679082721227
2023-05-05,15.719580870455664
2023-05-08,20.357831186096963
2023-05-09,17.611712766174417
2023-05-10,22.39489912873196
2023-05-11,21.66831052643474
2023-05-12,25.187699721289498
2023-05-15,17.449918005726264
2023-05-16,18.650625323533145
2023-05-17,15.106181421088463
2023-05-18,17.77853369961944
2023-05-19,21.88650246522426
2023-05-22,23.78494308322676
2023-05-23,15.389173379111874
2023-05-24,24.3480296005283
2023-05-25,26.778189294024756
2023-05-26,22.067174516118506
2023-05-29,29.38397906279033
2023-05-30,16.131054004482134
2023-05-31,13.776726483442914
2023-06-01,11.106398755478606
2023-06-02,27.480221557445915
2023-06-05,23.27182828177029
2023-06-06,19.722076645447725
2023-06-07,21.399843131599102
2023-06-08,14.372554763508116
2023-06-09,32.228759898084135
2023-06-12,20.646105909876137
2023-06-13,20.546973973024464
2023-06-14,23.62883311949346
2023-06-15,22.405046158683568
2023-06-16,21.119420121395656
2023-06-19,16.04762772277344
2023-06-20,22.357341785679978
2023-06-21,29.41012248237517
2023-06-22,26.727100230774887
2023-06-23,27.965933133196984
2023-06-26,17.443921617844076
2023-06-27,15.051975898707095
2023-06-28,19.37106539950176
2023-06-29,20.278624561443472
2023-06-30,25.470957592354743
2023-07-03,11.537676851425903
2023-07-04,27.64775159730307
2023-07-05,19.209960507105052
2023-07-06,17.8655946502629
2023-07-07,14.939478123699162
2023-07-10,11.725716640671154
2023-07-11,24.115852919809573
2023-07-12,20.36658983594202
2023-07-13,13.55019550129473
2023-07-14,13.52460613968192
2023-07-17,18.32107650354936
2023-07-18,28.345107626446964
2023-07-19,18.702043243181976
2023-07-20,12.48428523440947
2023-07-21,18.77128467957028
2023-07-24,18.636382151261646
2023-07-25,6.515566785292142
2023-07-26,19.72852566741094
2023-07-27,18.84532734895661
2023-07-28,23.48103182406709
2023-07-31,29.244780474726724
2023-08-01,25.632825147738785
2023-08-02,18.655556547225846
2023-08-03,14.467370456291649
2023-08-04,32.8667990162493
2023-08-07,20.29609217007244
2023-08-08,20.06964645956473
2023-08-09,19.879374564449982
2023-08-10,20.990423803839274
2023-08-11,19.278197940380288
2023-08-14,17.131689965598817
2023-08-15,17.26570529379804
2023-08-16,19.836233648920008
2023-08-17,17.282876144331176
2023-08-18,16.435771086614178
2023-08-21,20.532151138459483
2023-08-22,18.725113912895722
2023-08-23,27.519964942913443
2023-08-24,6.745150958034941
2023-08-25,25.45753425961231
2023-08-28,26.230425962488145
2023-08-29,9.633048837959253
2023-08-30,18.286562029598258
2023-08-31,18.142795670021044
2023-09-01,12.962441526410894
2023-09-04,16.110916562045624
2023-09-05,14.447120772670857
2023-09-06,28.761352217118116
2023-09-07,24.678391965737305
2023-09-08,26.357775474970794
2023-09-11,23.608360320216175
2023-09-12,14.354741143913854
2023-09-13,17.37739866860113
2023-09-14,22.44687280613959
2023-09-15,13.889360955540273
2023-09-18,23.56499215086194
2023-09-19,18.798373009209325
2023-09-20,18.125895962252013
2023-09-21,23.554799841017456
2023-09-22,22.2213165574302
2023-09-25,18.1951691709046
2023-09-26,25.79664901682124
2023-09-27,14.594683362000513
2023-09-28,23.07967803472132
2023-09-29,22.96550628984192
2023-10-02,18.452267803430047
2023-10-03,21.63066511121059
2023-10-04,13.744432118073485
2023-10-05,24.620135096034506
2023-10-06,19.075489317785056
2023-10-09,17.386384897404803
2023-10-10,25.245046129184445
2023-10-11,16.478281547286205
2023-10-12,12.957693518182202
2023-10-13,12.216854132380481
2023-10-16,23.030049756728197
2023-10-17,13.597853237518585
2023-10-18,28.77397090992182
2023-10-19,9.59035296058139
2023-10-20,28.48228184145019
2023-10-23,21.05508733601309
2023-10-24,19.516434440648037
2023-10-25,17.275404565955252
2023-10-26,21.995680571760353
2023-10-27,19.81182648787576
2023-10-30,25.516509410082605
2023-10-31,20.571138243310198
2023-11-01,20.75150880730939
2023-11-02,18.18193893893072
2023-11-03,19.715271881394663
2023-11-06,21.539008844460295
2023-11-07,11.449158036716872
2023-11-08,13.259072889471435
2023-11-09,23.716320470113576
2023-11-10,20.854327190639708
2023-11-13,19.080083318236603
2023-11-14,20.092169665326967
2023-11-15,21.737908526808354
2023-11-16,17.301201598453193
2023-11-17,16.108476372988438
2023-11-20,20.979226275488408
2023-11-21,15.10813611192484
2023-11-22,22.041263778572358
2023-11-23,11.487081978810798
2023-11-24,25.14577818662822
2023-11-27,22.362987412065216
2023-11-28,21.28014867156938
2023-11-29,24.91345491972757
2023-11-30,28.32737222231288
2023-12-01,25.07185032509065
2023-12-04,10.795628843341774
2023-12-05,13.602115166321493
2023-12-06,16.875907111521606
2023-12-07,20.13045525105417
2023-12-08,22.588295102345615
2023-12-11,16.371280934232672
2023-12-12,20.93383382238539
2023-12-13,16.22308533823339
2023-12-14,16.942410985040258
2023-12-15,12.966694515758888
